Label,Earthquake id,Step id,Step total time,Non_io_time,IO time
PFS,3,133,,,0.32
PFS,4,1,2.92,1.76,1.16
PFS,4,2,2.0,1.74,0.26
PFS,4,3,2.05,1.79,0.26
PFS,4,4,2.1,1.83,0.27
PFS,4,5,2.1,1.83,0.27
PFS,4,6,2.09,1.82,0.27
PFS,4,7,3.7,1.72,1.98
PFS,4,8,2.07,1.8,0.27
PFS,4,9,2.08,1.8,0.28
PFS,4,10,2.47,1.79,0.68
PFS,4,11,2.09,1.81,0.28
PFS,4,12,2.03,1.75,0.28
PFS,4,13,2.46,1.72,0.74
PFS,4,14,2.29,1.73,0.56
PFS,4,15,2.02,1.73,0.29
PFS,4,16,2.07,1.79,0.28
PFS,4,17,2.2,1.92,0.28
PFS,4,18,2.07,1.79,0.28
PFS,4,19,2.81,1.87,0.94
PFS,4,20,2.1,1.74,0.36
PFS,4,21,2.02,1.73,0.29
PFS,4,22,2.0,1.72,0.28
PFS,4,23,2.13,1.86,0.27
PFS,4,24,2.06,1.78,0.28
PFS,4,25,2.38,1.82,0.56
PFS,4,26,2.03,1.75,0.28
PFS,4,27,2.19,1.75,0.44
PFS,4,28,2.36,1.74,0.62
PFS,4,29,2.01,1.73,0.28
PFS,4,30,2.05,1.77,0.28
PFS,4,31,2.02,1.75,0.27
PFS,4,32,2.33,2.05,0.28
PFS,4,33,2.05,1.72,0.33
PFS,4,34,2.29,1.77,0.52
PFS,4,35,2.1,1.82,0.28
PFS,4,36,2.1,1.83,0.27
PFS,4,37,2.01,1.73,0.28
PFS,4,38,2.0,1.72,0.28
PFS,4,39,2.01,1.73,0.28
PFS,4,40,2.89,1.73,1.16
PFS,4,41,2.05,1.77,0.28
PFS,4,42,2.12,1.85,0.27
PFS,4,43,2.0,1.72,0.28
PFS,4,44,2.0,1.72,0.28
PFS,4,45,2.02,1.74,0.28
PFS,4,46,4.54,1.8,2.74
PFS,4,47,2.06,1.78,0.28
PFS,4,48,2.01,1.73,0.28
PFS,4,49,2.06,1.79,0.27
PFS,4,50,2.01,1.73,0.28
PFS,4,51,2.01,1.73,0.28
PFS,4,52,7.8,1.72,6.08
PFS,4,53,3.23,1.75,1.48
PFS,4,54,6.22,1.78,4.44
PFS,4,55,9.78,1.73,8.05
PFS,4,56,8.54,1.73,6.81
PFS,4,57,4.28,1.75,2.53
PFS,4,58,2.0,1.73,0.27
PFS,4,59,2.22,1.8,0.42
PFS,4,60,2.08,1.81,0.27
PFS,4,61,2.01,1.74,0.27
PFS,4,62,2.02,1.73,0.29
PFS,4,63,2.05,1.78,0.27
PFS,4,64,2.02,1.75,0.27
PFS,4,65,2.06,1.79,0.27
PFS,4,66,2.07,1.74,0.33
PFS,4,67,2.07,1.81,0.26
PFS,4,68,2.25,1.99,0.26
PFS,4,69,2.02,1.75,0.27
PFS,4,70,2.3,1.73,0.57
PFS,4,71,1.99,1.72,0.27
PFS,4,72,2.05,1.73,0.32
PFS,4,73,2.02,1.72,0.3
PFS,4,74,2.21,1.95,0.26
PFS,4,75,1.99,1.72,0.27
PFS,4,76,5.17,1.74,3.43
PFS,4,77,2.73,1.73,1.0
PFS,4,78,2.02,1.75,0.27
PFS,4,79,2.15,1.73,0.42
PFS,4,80,2.01,1.74,0.27
PFS,4,81,2.25,1.99,0.26
PFS,4,82,2.16,1.9,0.26
PFS,4,83,2.04,1.77,0.27
PFS,4,84,2.03,1.76,0.27
PFS,4,85,2.09,1.74,0.35
PFS,4,86,2.23,1.97,0.26
PFS,4,87,1.99,1.73,0.26
PFS,4,88,1.99,1.72,0.27
PFS,4,89,2.18,1.92,0.26
PFS,4,90,2.13,1.87,0.26
PFS,4,91,1.99,1.72,0.27
PFS,4,92,2.16,1.74,0.42
PFS,4,93,2.53,1.8,0.73
PFS,4,94,2.04,1.77,0.27
PFS,4,95,2.06,1.72,0.34
PFS,4,96,2.0,1.73,0.27
PFS,4,97,2.29,1.73,0.56
PFS,4,98,2.1,1.72,0.38
PFS,4,99,2.0,1.73,0.27
PFS,4,100,2.13,1.73,0.4
PFS,4,101,2.05,1.75,0.3
PFS,4,102,2.0,1.73,0.27
PFS,4,103,31.35,1.73,29.62
PFS,4,104,8.66,1.74,6.92
PFS,4,105,5.28,1.73,3.55
PFS,4,106,2.26,1.73,0.53
PFS,4,107,2.1,1.73,0.37
PFS,4,108,1.99,1.73,0.26
PFS,4,109,2.06,1.8,0.26
PFS,4,110,2.01,1.74,0.27
PFS,4,111,2.13,1.75,0.38
